,Resting heart rate (bpm),Heart rate variability (ms),Day Strain,Average HR (bpm),Respiratory rate (rpm),Asleep duration (min),Deep (SWS) duration (min),REM duration (min),Recovery score %
63,0.2857142857142856,0.2716049382716049,0.6027397260273972,0.2400000000000002,0.25,0.643598615916955,0.6513761467889908,0.28502415458937197,61.0
64,0.07142857142857162,0.2716049382716049,0.6712328767123288,0.31999999999999984,0.20000000000000107,0.8269896193771628,0.7522935779816514,0.6570048309178743,65.0
65,0.0,0.3580246913580246,0.6643835616438355,0.2400000000000002,0.5,0.8408304498269897,0.7339449541284403,0.9999999999999999,86.0
66,0.35714285714285765,0.2962962962962963,0.5890410958904109,0.43999999999999995,0.45000000000000107,0.11764705882352955,0.47706422018348627,0.2463768115942029,57.0
67,0.2142857142857144,0.2962962962962963,0.34246575342465757,0.43999999999999995,0.45000000000000107,0.2906574394463669,0.0,0.34782608695652173,73.0
68,0.07142857142857162,0.41975308641975306,0.3904109589041095,0.1200000000000001,0.3500000000000014,0.5951557093425607,0.5871559633027522,0.40579710144927533,93.0
69,0.07142857142857162,0.3086419753086419,0.36986301369863017,0.2799999999999998,0.3500000000000014,0.7508650519031143,0.5229357798165138,0.6376811594202898,83.0
70,0.14285714285714324,0.28395061728395066,0.5205479452054794,0.1200000000000001,0.6500000000000004,0.48096885813148804,0.4678899082568807,0.5410628019323671,79.0
71,0.2857142857142856,0.23456790123456794,0.18493150684931509,0.2799999999999998,0.7000000000000011,0.6020761245674741,0.5779816513761468,0.5410628019323671,69.0
72,0.4285714285714288,0.20987654320987648,0.5068493150684932,0.52,0.40000000000000036,0.7889273356401384,0.5412844036697247,0.5942028985507246,62.0
73,0.5714285714285712,0.1728395061728395,0.5821917808219178,0.3999999999999999,0.45000000000000107,0.6643598615916956,0.5688073394495413,0.7584541062801932,49.0
74,0.2857142857142856,0.2222222222222222,0.45205479452054786,0.3599999999999999,0.5,0.671280276816609,0.7155963302752294,0.6376811594202898,64.0
75,0.5714285714285712,0.13580246913580252,0.6301369863013698,0.31999999999999984,0.6000000000000014,0.6020761245674741,0.5229357798165138,0.7053140096618357,44.0
76,0.4285714285714288,0.20987654320987648,0.23287671232876717,0.48,0.5,0.7024221453287197,0.7155963302752294,0.6570048309178743,63.0
77,0.7142857142857144,0.13580246913580252,0.7534246575342465,0.31999999999999984,0.6500000000000004,0.7301038062283737,0.6330275229357799,0.8067632850241545,42.0
78,0.2142857142857144,0.2716049382716049,0.18493150684931509,0.6800000000000002,0.5500000000000007,0.6089965397923877,0.7155963302752294,0.7294685990338163,68.0
79,0.2857142857142856,0.23456790123456794,0.9315068493150684,0.3999999999999999,0.3500000000000014,0.5813148788927337,0.7339449541284403,0.6231884057971014,64.0
80,0.7142857142857144,0.16049382716049376,0.5410958904109588,0.2400000000000002,0.3500000000000014,0.2145328719723184,0.39449541284403666,0.5700483091787439,41.0
81,0.9285714285714288,0.0,0.0958904109589041,0.48,0.5,0.0,0.6422018348623854,0.22705314009661834,16.0
82,0.5,0.12345679012345678,0.23972602739726023,0.7200000000000002,0.5500000000000007,0.4878892733564014,0.81651376146789,0.4975845410628019,34.0
83,0.35714285714285765,0.23456790123456794,0.6780821917808219,0.7999999999999998,0.5,0.4290657439446367,0.6422018348623854,0.5893719806763285,56.0
84,0.7142857142857144,0.2962962962962963,0.8561643835616437,0.31999999999999984,0.9000000000000004,0.7128027681660901,0.6422018348623854,0.6908212560386473,68.0
85,0.2857142857142856,0.32098765432098764,0.3356164383561644,0.3999999999999999,0.5500000000000007,0.6816608996539794,0.8807339449541284,0.681159420289855,73.0
86,0.5714285714285712,0.18518518518518523,0.6643835616438355,0.2400000000000002,0.7000000000000011,0.6989619377162631,0.8256880733944955,0.6038647342995168,47.0
87,0.5,0.2592592592592592,0.18493150684931509,0.3999999999999999,0.6000000000000014,0.7612456747404844,0.743119266055046,0.6908212560386473,56.0
88,0.9285714285714288,0.06172839506172839,0.23972602739726023,0.56,0.75,0.45328719723183386,0.7614678899082569,0.6376811594202898,23.0
89,0.4285714285714288,0.33333333333333337,0.4452054794520548,0.6400000000000001,0.6000000000000014,0.46712802768166106,0.6788990825688074,0.5024154589371981,64.0
90,0.5,0.5185185185185185,0.9315068493150684,0.43999999999999995,0.75,0.5294117647058824,0.4678899082568807,0.5797101449275361,95.0
91,0.5714285714285712,0.28395061728395066,0.3904109589041095,0.20000000000000018,0.5500000000000007,0.5709342560553633,0.7339449541284403,0.5458937198067633,61.0
92,0.14285714285714324,0.37037037037037035,0.136986301369863,0.3599999999999999,0.7000000000000011,0.5674740484429067,0.9724770642201835,0.4492753623188405,81.0
93,0.2142857142857144,0.32098765432098764,0.7054794520547946,0.20000000000000018,0.5,0.7197231833910035,0.5779816513761468,0.6618357487922705,71.0
94,0.07142857142857162,0.2962962962962963,0.3356164383561644,0.48,0.6500000000000004,0.3737024221453288,0.6697247706422019,0.5652173913043478,68.0
95,0.7142857142857144,0.18518518518518523,0.7602739726027397,0.20000000000000018,0.9500000000000011,0.1453287197231835,0.5229357798165138,0.25603864734299514,43.0
96,0.6428571428571432,0.23456790123456794,0.1780821917808219,0.3599999999999999,0.5,0.8408304498269897,0.3486238532110092,0.6328502415458936,57.0
97,0.5,0.2592592592592592,0.363013698630137,0.3999999999999999,0.3500000000000014,0.6920415224913495,0.4678899082568807,0.3961352657004831,59.0
98,0.14285714285714324,0.5061728395061728,0.6301369863013698,0.2799999999999998,0.45000000000000107,0.7508650519031143,0.6880733944954128,0.7439613526570048,98.0
99,0.8571428571428577,0.08641975308641975,0.6232876712328766,0.31999999999999984,0.8500000000000014,0.45674740484429066,0.4495412844036698,0.3188405797101449,31.0
100,0.5714285714285712,0.3827160493827161,0.1986301369863014,0.3999999999999999,1.0,0.6470588235294118,0.7522935779816514,0.6570048309178743,85.0
101,0.35714285714285765,0.2716049382716049,0.48630136986301364,0.3599999999999999,0.5500000000000007,0.5121107266435986,0.853211009174312,0.49275362318840576,69.0
102,0.5,0.24691358024691357,0.7191780821917808,0.1200000000000001,0.3500000000000014,0.7647058823529412,0.5321100917431193,0.7777777777777777,61.0
103,0.2857142857142856,0.2716049382716049,0.0273972602739726,0.52,0.3500000000000014,0.494809688581315,0.6697247706422019,0.5845410628019323,62.0
104,0.35714285714285765,0.2222222222222222,0.8493150684931505,0.2799999999999998,0.5,0.4429065743944637,0.5596330275229359,0.5458937198067633,46.0
105,0.5714285714285712,0.20987654320987648,0.273972602739726,0.31999999999999984,0.3500000000000014,0.5951557093425607,0.6330275229357799,0.3913043478260869,41.0
106,0.07142857142857162,0.2716049382716049,0.29452054794520555,0.6400000000000001,0.5500000000000007,0.5259515570934256,0.7155963302752294,0.5169082125603864,52.0
107,0.14285714285714324,0.3950617283950617,0.8424657534246576,0.08000000000000007,0.40000000000000036,0.5847750865051903,0.5688073394495413,0.7198067632850241,79.0
108,0.35714285714285765,0.4444444444444444,0.1780821917808219,0.16000000000000014,0.5500000000000007,0.5432525951557093,0.4128440366972478,0.6956521739130435,82.0
109,0.5714285714285712,0.3086419753086419,0.07534246575342463,0.31999999999999984,0.6000000000000014,0.3529411764705882,0.6513761467889908,0.40579710144927533,55.0
110,0.14285714285714324,0.33333333333333337,0.1643835616438356,0.6000000000000001,0.25,0.5813148788927337,0.6146788990825688,0.4975845410628019,72.0
111,0.2142857142857144,0.2962962962962963,0.8904109589041096,0.2400000000000002,0.15000000000000036,0.7301038062283737,0.8073394495412843,0.5555555555555555,68.0
112,0.2142857142857144,0.2962962962962963,0.23972602739726023,0.2400000000000002,0.15000000000000036,0.6678200692041524,0.7155963302752294,0.42512077294685985,65.0
113,0.0,0.33333333333333337,0.32191780821917804,0.31999999999999984,0.15000000000000036,0.5017301038062284,0.6513761467889908,0.536231884057971,70.0
114,0.5714285714285712,0.12345679012345678,0.3972602739726028,0.040000000000000036,0.45000000000000107,0.38408304498269896,0.7889908256880734,0.6280193236714975,33.0
115,0.5714285714285712,0.1728395061728395,0.020547945205479423,0.20000000000000018,0.45000000000000107,0.5259515570934256,0.6605504587155963,0.4685990338164251,40.0
116,0.4285714285714288,0.24691358024691357,0.2191780821917808,0.3599999999999999,0.40000000000000036,0.5916955017301039,0.5596330275229359,0.5797101449275361,53.0
117,0.14285714285714324,0.2962962962962963,0.45205479452054786,0.2799999999999998,0.3000000000000007,0.39792387543252594,0.6880733944954128,0.5024154589371981,59.0
118,0.35714285714285765,0.5061728395061728,0.3013698630136986,0.040000000000000036,0.3500000000000014,0.615916955017301,0.5779816513761468,0.6231884057971014,88.0
119,0.35714285714285765,0.28395061728395066,0.020547945205479423,0.2799999999999998,0.3000000000000007,0.7266435986159171,0.8623853211009175,0.7101449275362318,55.0
120,0.5,0.09876543209876543,0.363013698630137,0.43999999999999995,0.6500000000000004,0.536332179930796,0.8715596330275229,0.7246376811594203,29.0
121,0.5,0.2222222222222222,0.40410958904109584,0.52,0.7000000000000011,0.25605536332179935,0.4862385321100918,0.35265700483091783,30.0
122,0.4285714285714288,0.32098765432098764,0.4383561643835616,0.3599999999999999,0.25,0.6228373702422146,0.6422018348623854,0.47342995169082125,44.0
123,0.14285714285714324,0.3580246913580246,0.3356164383561644,0.3599999999999999,0.5,0.45328719723183386,0.7155963302752294,0.357487922705314,46.0
124,0.5,0.24691358024691357,0.37671232876712324,0.2400000000000002,0.5,0.6470588235294118,1.0,0.608695652173913,34.0
125,0.35714285714285765,0.2592592592592592,0.1780821917808219,0.31999999999999984,0.20000000000000107,0.2837370242214533,0.37614678899082576,0.3381642512077294,32.0
126,0.2857142857142856,0.3827160493827161,0.3835616438356164,0.3999999999999999,0.3500000000000014,0.5916955017301039,0.5963302752293579,0.6376811594202898,50.0
127,0.2857142857142856,0.6913580246913579,0.4383561643835616,0.3599999999999999,0.6000000000000014,0.4117647058823529,0.3027522935779817,0.30917874396135264,84.0
128,0.7857142857142856,0.2716049382716049,0.363013698630137,0.20000000000000018,0.9000000000000004,0.4290657439446367,0.27522935779816515,0.36714975845410625,30.0
129,0.2857142857142856,0.4691358024691358,0.4657534246575342,0.3599999999999999,0.25,0.7889273356401384,0.4495412844036698,0.43961352657004826,67.0
130,0.14285714285714324,0.37037037037037035,0.5,0.20000000000000018,0.3000000000000007,0.5813148788927337,0.7981651376146789,0.42028985507246375,54.0
131,0.2857142857142856,0.5185185185185185,0.37671232876712324,0.31999999999999984,0.7000000000000011,0.342560553633218,0.6972477064220185,0.4347826086956521,71.0
132,0.5714285714285712,0.3086419753086419,0.32191780821917804,0.3599999999999999,0.8500000000000014,0.6678200692041524,0.3302752293577982,0.1497584541062802,43.0
133,0.5,0.28395061728395066,0.29452054794520555,0.2799999999999998,0.45000000000000107,0.5259515570934256,0.4036697247706422,0.14492753623188406,41.0
134,0.35714285714285765,0.32098765432098764,0.10273972602739723,0.43999999999999995,0.5,0.32525951557093424,0.05504587155963303,0.4782608695652173,41.0
135,0.2142857142857144,0.4444444444444444,0.5,0.3599999999999999,0.40000000000000036,0.33217993079584784,0.22018348623853212,0.014492753623188408,61.0
136,0.2857142857142856,0.3580246913580246,0.6506849315068493,0.08000000000000007,0.5,0.657439446366782,0.47706422018348627,0.4009661835748792,47.0
137,0.5,0.2962962962962963,0.0684931506849315,0.16000000000000014,0.3500000000000014,0.2975778546712803,0.21100917431192656,0.014492753623188408,33.0
138,0.5,0.2716049382716049,0.07534246575342463,0.2799999999999998,0.6500000000000004,0.4844290657439446,0.2660550458715597,0.0,29.0
139,0.5714285714285712,0.5802469135802469,0.17123287671232879,0.3599999999999999,0.5500000000000007,0.45328719723183386,0.23853211009174313,0.13526570048309178,58.0
140,0.07142857142857162,0.32098765432098764,0.6027397260273972,0.43999999999999995,0.15000000000000036,0.08304498269896199,0.11009174311926606,0.3719806763285024,30.0
141,0.07142857142857162,0.4814814814814815,0.3904109589041095,0.31999999999999984,0.3000000000000007,0.5051903114186852,0.3119266055045872,0.3623188405797101,46.0
142,0.07142857142857162,0.6666666666666666,0.6575342465753424,0.040000000000000036,0.20000000000000107,0.342560553633218,0.23853211009174313,0.20289855072463767,67.0
143,0.35714285714285765,0.9012345679012345,0.1780821917808219,0.0,0.3000000000000007,0.7370242214532873,0.44036697247706424,0.41062801932367143,92.0
144,0.5714285714285712,0.5555555555555555,0.0068493150684931225,0.3599999999999999,0.40000000000000036,0.40830449826989634,0.3302752293577982,0.03864734299516908,52.0
145,0.4285714285714288,0.6790123456790124,0.3561643835616438,0.48,0.8000000000000007,0.522491349480969,0.1834862385321101,0.21739130434782608,74.0
146,0.4285714285714288,0.8641975308641975,0.684931506849315,0.20000000000000018,0.5500000000000007,0.7612456747404844,0.4862385321100918,0.1932367149758454,96.0
147,0.5,0.5802469135802469,0.1506849315068493,0.2799999999999998,0.5500000000000007,0.8408304498269897,0.19266055045871566,0.11594202898550726,75.0
148,0.2142857142857144,0.8641975308641975,0.273972602739726,0.43999999999999995,0.3000000000000007,0.7128027681660901,0.4128440366972478,0.2801932367149758,97.0
149,0.5,0.45679012345679004,0.7808219178082192,0.1200000000000001,0.6000000000000014,0.5882352941176471,0.2844036697247706,0.13043478260869565,59.0
150,0.4285714285714288,0.24691358024691357,0.0136986301369863,0.52,0.3500000000000014,0.6055363321799309,0.3853211009174312,0.21256038647342995,34.0
151,0.5,0.7037037037037036,0.8013698630136985,0.43999999999999995,0.5,0.7474048442906575,0.4862385321100918,0.3429951690821256,96.0
152,0.5,0.33333333333333337,0.5890410958904109,0.48,0.3500000000000014,0.6193771626297578,0.3211009174311926,0.04830917874396135,47.0
153,0.5,0.49382716049382713,0.5342465753424658,0.3599999999999999,0.40000000000000036,0.7024221453287197,0.3669724770642202,0.11594202898550726,74.0
154,0.6428571428571432,0.45679012345679004,0.5821917808219178,0.43999999999999995,0.6500000000000004,0.643598615916955,0.027522935779816515,0.13043478260869565,63.0
155,0.4285714285714288,0.49382716049382713,0.37671232876712324,0.52,0.8000000000000007,0.6262975778546714,0.3302752293577982,0.05314009661835748,74.0
156,0.6428571428571432,0.5555555555555555,0.7328767123287669,0.16000000000000014,0.45000000000000107,0.342560553633218,0.2844036697247706,0.1497584541062802,74.0
157,0.2142857142857144,0.3950617283950617,0.0958904109589041,0.3999999999999999,0.6000000000000014,0.7889273356401384,0.3486238532110092,0.24154589371980675,62.0
158,0.35714285714285765,0.3086419753086419,0.5753424657534246,0.1200000000000001,0.0,0.39792387543252594,0.45871559633027525,0.07246376811594202,44.0
159,0.2857142857142856,0.7777777777777778,0.2054794520547945,0.3599999999999999,0.5500000000000007,0.7854671280276818,0.5779816513761468,0.323671497584541,97.0
160,0.4285714285714288,0.4444444444444444,0.6027397260273972,0.2799999999999998,0.45000000000000107,0.5882352941176471,0.22018348623853212,0.251207729468599,76.0
161,0.5,0.33333333333333337,0.363013698630137,0.3599999999999999,0.45000000000000107,0.643598615916955,0.39449541284403666,0.5893719806763285,59.0
162,0.5714285714285712,0.3086419753086419,0.5205479452054794,0.56,0.3500000000000014,0.5916955017301039,0.4862385321100918,0.13526570048309178,55.0
163,0.4285714285714288,0.5925925925925926,0.6780821917808219,0.48,0.3000000000000007,0.6193771626297578,0.33944954128440374,0.2801932367149758,89.0
164,0.5714285714285712,0.3827160493827161,0.45890410958904104,0.6000000000000001,0.15000000000000036,0.643598615916955,0.5321100917431193,0.22222222222222224,65.0
